4708	   5.0037298186779718E-002

10319	   3.5572429533470819E-002

16855	   2.6783577120838266E-002

23531	   2.1445854117759181E-002

31185	   1.7098907651231447E-002

39905	   1.3089261858295622E-002

48951	   1.0162736287018286E-002

58255	   7.6663485892232396E-003

69159	   5.0537909889249418E-003

80248	   3.0656206060180979E-003

