4169	   5.6800711385402290E-002

7497	   4.3085257133351887E-002

14153	   3.0840140207819351E-002

21641	   2.2775612218100771E-002

40777	   1.0909308982012981E-002

58249	   3.8587343246944145E-003

64073	   2.1447481888693400E-003

68233	   1.4269136523415735E-003

74057	   9.2933777738330283E-004

